,id,screen_name,name,created_at,full_text,complaints,discomfort_score,month,mentions
17,174318,WhoCares188,ÇA GIIIIIIVE🫦,2024-01-05 07:55:39+00:00,"comme les afficher c’est ce qui marche,  , vous deviez me rembourser dans un délai de 15j max selon vos dires, ça va faire 2 mois que j’attends mes sous!!!",['délai d’intervention'],60,2024-01,"['@engiepartsav', '@engiepartfr']"
18,174321,OPredhomme,Olivier Predhomme,2024-01-05 09:52:06+00:00,. déjà une semaine et demi sans nouvelle de votre part. plus d’eau chaude. plus de chauffage. on fait comment pour avoir une réponse??? c’est quoi ce service client??? ,"['pannes et urgences', 'service client injoignable']",90,2024-01,"['@engiepartfr', '@engiegroup']"
19,174365,AykCtk,PoAyko,2024-01-06 15:07:35+00:00," bonjour, je vous ai envoyé un dm la semaine passée, sans aucune réponse de votre part. pourriez-vous avoir l'amabilité de porter un intérêt à mes questions sur des factures qui s'élèvent à 280€ pour le mois de novembre ? app. de 67m2 entièrement refait à neuf","['problèmes de facturation', 'service client injoignable', 'problèmes avec l’application', 'délai d’intervention']",100,2024-01,['@engiepartfr']
20,174374,Bonheur151,Bonheur15,2024-01-06 21:15:38+00:00,"  deux questions: « moi , mes parents et grands parents ont payé les centrales nucléaires pourquoi ce prix de l’électricité ? » augmenter l’abonnement de 35% c’est à cause de la guerre en ukraine ou vs vs gavez bande de voleurs … j’attends vos retours ! https://t.co/imj6ybi3lb","['problèmes de facturation', 'pannes et urgences']",80,2024-01,"['@brunolemaire', '@engiegroup']"
21,174443,jouanetwan,Jouan Etwan 💚💛,2024-01-08 19:01:43+00:00," bonjour  , l’appli #monpilotageelec   nouveau bug, il fait -3 degrés #engie","['pannes et urgences', 'problèmes avec l’application']",70,2024-01,"['@engiepartsav', '@engiepartsav']"
22,174444,blacklicorne2,Blacklicorne,2024-01-08 19:05:22+00:00, #monpilotageelec bonsoir. l appli ne fonctionne pas ce soir: testé sur plusieurs téléphones. dès qu il fait froid on dirait que les serveurs plantent.,"['pannes et urgences', 'service client injoignable', 'problèmes avec l’application']",100,2024-01,['@engiepartsav']
23,174444,Deer174229,Bridget Jones^^🧡(Journalisme)🇫🇷🇪🇺🇺🇦,2024-01-08 19:18:30+00:00,"c'est quand même curieux   , chaque fois qu'il y a une vague de températures négatives, l'application mon pilotage élec est en rade. ça fait 3 fois depuis le début de l'hiver. le pire c'est qu'on te dit que tu n'es pas connecté à internet. je suis en 5ghz  https://t.co/zmipfyvilv",['problèmes avec l’application'],20,2024-01,['@engiepartfr']
24,174447,CloBusnel,Chloé Marchand,2024-01-08 21:20:58+00:00,"merci  pour son appli de réglage de chauffage connecté qui ne fonctionne pas, encore, durant cette vague de froid avec 2 enfants en bas âge !!!!","['pannes et urgences', 'problèmes avec l’application']",70,2024-01,['@engiepartfr']
25,174449,mecquiraletrop,Mec qui râle trop φ🏟️⚽️🏈⏚,2024-01-08 22:50:52+00:00, 4h que je peux rien faire avec votre appli et qu’il fait -4 dehors. deuxième fois alors que je suis chez vous depuis 3 semaines. va falloir m’expliquer là https://t.co/yqoshqtmx3,"['problèmes avec l’application', 'délai d’intervention']",80,2024-01,['@engiepartfr']
26,174462,ML09119902,M L,2024-01-09 07:17:31+00:00,l’appli #monpilotageelec est toujours ko ce matin  ,"['problèmes avec l’application', 'délai d’intervention']",80,2024-01,"['@engiepartsav', '@engiepartfr']"
27,174470,Divergents20,Divergent,2024-01-09 12:19:53+00:00,"le foutage de gueule de , pour une maison de 96 m carré où on vit à 4 en pleine période de froid (normal pour la saison)... ah il n'y pas de risques qu'il me file la prime... https://t.co/82wgcssmsv",['pannes et urgences'],50,2024-01,['@engiepartfr']
28,174516,prisspriss12,Missoussipi78,2024-01-10 19:09:32+00:00,"       en panne de chauffage et d'eau chaude avec    malgré des installations soi-disant neuves, rien ne fonctionne. #incompétence #problèmestechniques","['pannes et urgences', 'problèmes avec l’application']",70,2024-01,"['@ninie949378', '@78190trappes', '@cdc_habitat', '@villedetrappes', '@engieprofr', '@cdch_et_moi', '@alirabeh', '@cdch_et_moi', '@engiepartfr']"
29,174551,LeMalth,Le Malth’,2024-01-11 18:28:37+00:00,"  bonsoir, serait-il possible d’avoir un contact? 10 jours pour avoir un rdv avec un technicien…une  à 16 degrés avec pompe à chaleur et  neuve,5 interventions,tjr pareil,ça devient insupportable sans compter le service client inutile et la facture edf salée ","['problèmes de facturation', 'pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,['@engiepartfr']
30,174571,Damien4118,🇫🇷 Damien 🇫🇷,2024-01-12 07:37:30+00:00,"bon à savoir : lorsqu  intervient chez vous pour un changement de pièce banal, vous pouvez vous retrouver ensuite sans chauffage. on vous proposera ensuite un rdv dans 3 jours pour venir voir ce qui se passe","['pannes et urgences', 'délai d’intervention']",100,2024-01,['@engiepartfr']
31,174575,MerlinPainpin,Alexus,2024-01-12 10:09:53+00:00,le plus gros suspense de l’année   https://t.co/cwjpckmtrn,[],0,2024-01,['@engiepartfr']
32,174575,david_yoteau,David Yoteau,2024-01-12 10:21:17+00:00," bonjour, plus de courant sur la commune de saint hilaire de clisson. une idée de ce qu'il se passe?",['pannes et urgences'],50,2024-01,['@engiepartsav']
33,174576,med_energie,médiateur national de l'énergie,2024-01-12 11:06:59+00:00,"#vendredicfini  une cliente d’ a reçu un courrier de renouvellement de son offre de fourniture de gaz et d’électricité, sans mention des nouveaux prix de l'abonnement et du kwh. il contient seulement 8 pages d' « annexe de prix » 1/4  https://t.co/yfh7zbxq2e","['problèmes de facturation', 'pannes et urgences']",80,2024-01,['@engiepartfr']
34,174625,y770_,petit coeur grenadine,2024-01-13 19:29:54+00:00,"  pq vous mettez plusieurs jours pr envoyer qqun nous dépanner en plein hiver, en plus qqun qui vient qui n’a même pas la pièce qu’il faut on est sans eau chaude ni chauffage depuis 2 jours c’est inhumain de traiter les gens comme ça !!!!!!!!!!!!","['pannes et urgences', 'délai d’intervention']",100,2024-01,"['@engiegroup', '@engiepartfr']"
35,174661,coupinesandrine,Sandriiiine,2024-01-14 19:24:56+00:00,   bienvenue au club. on attend toujours qu'ils nous recontactent...,"['service client injoignable', 'délai d’intervention']",100,2024-01,"['@y770_', '@engiegroup', '@engiepartfr']"
36,174692,FannyLepoivre,Fanny Lepoivre,2024-01-15 15:54:58+00:00,"48h que nous avons demandé une intervention d'urgence dans notre immeuble   engie solutions engie home services et toujours rien...pourtant l'eau coule en continu depuis 48h et plus personne n'a de chauffage, y compris nos aimés de 90 ans vivants seuls ...","['pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,"['@engieprofr', '@engiepartfr']"
37,174717,Qesakostan,Qesako I. 🇩🇪🇫🇷🇬🇧 🇪🇺 ◄🇺🇦◄🇷🇺◄ 🇨🇳,2024-01-16 08:18:21+00:00, pourquoi engie envoie plus mes factures par la poste⁉ j'ai pas voulu leur dématerialisation‼,['problèmes de facturation'],30,2024-01,['@engiepartfr']
38,174751,masy7723,Mamou Sy,2024-01-17 06:44:38+00:00,   accepteriez vous cela pour votre famille ?,['délai d’intervention'],60,2024-01,"['@cdch_et_moi', '@cdc_habitat', '@engiegroup']"
39,174758,RVL42600,JMB,2024-01-17 11:20:30+00:00," attention engie rode ds nos quartiers. &lt;&lt; engie &gt;&gt; , ,&lt;&lt;gdf, je n'ai à vendre. je vérifie vos contrats. vous n'avez rien à faire. juste à tel à engie pour prendre le duo gaz elec. &gt;&gt; à part ça vous n'avez rien à vendre !    ","['problèmes de facturation', 'pannes et urgences', 'délai d’intervention']",100,2024-01,"['@edfofficiel', '@lcp', '@ufcquechoisir', '@engiepartfr']"
40,174758,eli_____sa,🇵🇸 Eli⁷ | A VU KIM SEOKJIN & HOBI,2024-01-17 11:23:05+00:00,"dans un 60m2, avec un seul chauffage qui fonctionne 24h/24 et un autre uniquement la nuit. une tv, un frigo, une machine à laver et une plaque induction. on est d'accord que c'est absolument pas normal d'avoir une facture de 300 balles ???  faut me venir en aide https://t.co/2ltdhliyjf","['problèmes de facturation', 'pannes et urgences', 'problèmes avec l’application']",100,2024-01,['@engiepartfr']
41,174762,vince_thouvenin,thouvenin,2024-01-17 13:45:59+00:00, deux mois sans eau chaude !!! même en mettant en demeure votre agence d'amiens aucune réponse de vos services ! #arnaqueengie,"['pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,['@engiepartsav']
42,174763,lazhonguoren,LZGR,2024-01-17 14:42:23+00:00, bonjour pourquoi j’ai une option électricité verte sur un contrat de gaz ?  ça fait 24 mois que vous me facturez 3€ en plus sur un contrat de gaz…  volez-vous vos clients ? https://t.co/ar12s7noe6,"['problèmes de facturation', 'pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,['@engiegroup']
43,174828,Patrick_3164,PatrickC,2024-01-19 09:24:28+00:00," bonjour  ,  votre réponse est inadmissible .  vous m'indiquez juste que vous pensez que le problème est pris en compte et vous nous communiquerez une date d'intervention.    il neige en picardie et ma mère est sans chauffage par votre faute  bougez vous !","['pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,"['@engiepartsav', '@engiepartfr']"
44,174870,VilledieuDamien,Damien Villedieu,2024-01-20 13:40:48+00:00, tu en penses quoi  ? j'ai hâte de voir ma mensualisation baisser après avoir presque doublée cette année ,['problèmes de facturation'],30,2024-01,"['@latribune', '@engiepartfr']"
45,174903,BiduleAnatheme,Anathème Bidule,2024-01-21 11:20:05+00:00,"nous sommes le 21 janvier 2024 et   n'a toujours pas traité ni la résiliation ni le remboursement, ni le signalement . un niveau d'incompétence rare.","['pannes et urgences', 'délai d’intervention']",100,2024-01,"['@engiepartsav', '@engiepartfr', '@dgccrf']"
46,174912,Khodexx,Khodex,2024-01-21 17:21:23+00:00," vu que le contact semble globalement compliqué, j'en suis réduit à devoir essayer ici. donc je récapitule : en décembre 2023 je constate une panne sur ma chaudière qui a été installée l'année dernière et que j'ai payée au prix fort. celle-ci ne fonctionnait plus.","['problèmes de facturation', 'pannes et urgences', 'service client injoignable']",100,2024-01,['@engiepartfr']
47,174912,ilxipa,T-,2024-01-21 17:30:40+00:00," bonjour, est-ce qu’il est possible de télécharger l’historique horaire de ses consommations d’électricité ? je n’obtiens qu’un fichier avec les relevés mensuels alors que l’option du suivi horaire est activée.","['problèmes de facturation', 'pannes et urgences']",80,2024-01,['@engiepartsav']
48,174936,Khodexx,Khodex,2024-01-22 08:55:16+00:00,"  je ne sais pas non plus si  peut m'aider mais là de toute façon, j'irai voir mes pires ennemis si j'en avais. j'en ai marre !",[],0,2024-01,"['@60millions', '@engiepartsav', '@ufcquechoisir']"
49,174944,annesoldx,Anne-So,2024-01-22 14:20:26+00:00,  faire une demande d’intervention urgente pour une chaudière qui a lâché depuis samedi matin et s’entendre dire que les plannings sont pleins par une personne très désagréable au téléphone c’est ça votre sav ? pour rappel une urgence = immédiat.,"['pannes et urgences', 'service client injoignable', 'problèmes avec l’application', 'délai d’intervention']",100,2024-01,"['@engiepartfr', '@engiepartsav']"
50,174987,chcuny,Christophe CUNY,2024-01-23 18:55:11+00:00,"je pense qu’il faut vraiment remercier le gouvernement et monsieur  pour son doublé sur les nouveaux tarifs d’électricité.  il a quand même réussi l’exploit de faire plus augmenter les tarifs qui sont les plus intéressants pour   (les tarifs tempo et hp/hc).  exploit d’autant plus remarquable que le gaz est maintenant moins taxé que l’électricité alors que c’est une énergie fossile émettrice de co2…  un champion comme ça, il faut absolument le garder  !","['problèmes de facturation', 'pannes et urgences']",80,2024-01,"['@brunolemaire', '@enedis', '@gabrielattal']"
51,175017,cyril77M,cyril28,2024-01-24 15:05:49+00:00,"   et encore, mon gaz a fait +37%, malgré une diminution de ma consommation de 25% et une baisse du coût global par les fournisseurs. faut que je regarde en détail mon contrat, je comprends pas non plus une tel augmentation  !","['problèmes de facturation', 'pannes et urgences']",80,2024-01,"['@chcuny', '@brunolemaire', '@enedis', '@engiepartfr']"
52,175029,PaoLaVorny,Pao La Vorny,2024-01-24 22:42:50+00:00,vous m’expliquez   ? depuis octobre vous me rajoutez entre 20 et 30€ par mois discrètement… mais je vous vois  #engie #electricite #arnaque https://t.co/qoawvsdazu,['délai d’intervention'],60,2024-01,"['@engiepartfr', '@engiepartsav']"
53,175030,Bennuts77,Ben&Nuts,2024-01-24 23:24:18+00:00," je passe de 122€ à 262€par mois, je dois payer 511€ de régulation, vous me faites payer une intervention d'un technicien jamais venu et a coté quand je vous contacte pour me dire qu'il y a un soucis personne se déplace?  j'ai 33m² les kheys pas 230 https://t.co/jsz82uh4dc","['problèmes de facturation', 'pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,['@engiepartfr']
54,175045,FeeKalome,La Fée Kalome,2024-01-25 09:19:23+00:00,"bonjour  ,  impossible de se connecter sur l espace client de votre site. c est normal? j aimerais comprendre l aberration de ma facture.",['problèmes de facturation'],30,2024-01,['@engiepartfr']
55,175046,toundra69,Toundra🔺,2024-01-25 10:06:37+00:00," bj, j'ai essayé de réglé son radiateur, il n'y a pas de mode d'emploi et j'ai pu enlever quelques pre-reglages, jai tout mis sur 15, il fait 17 degrés chez elle, je lui ai dit de tenir deux jours pour voir si ça change sa consommation journalière. d'ici lundi je vous contact, thx","['problèmes de facturation', 'pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,['@engiepartsav']
56,175078,halimsidi,Thunder,2024-01-26 07:05:15+00:00," bonjour,a quand un service client digne de ce nom?cela fait maintenant 5 ans que j’ai un compteur linky et tous les ans je relance vos services car il n’est pas communiquant,dénier en date 12/23,et tjrs rien.dites le si vous ne voulez rien faire","['service client injoignable', 'délai d’intervention']",100,2024-01,['@engiepartsav']
57,175087,Delelisma,M.A.,2024-01-26 12:58:44+00:00,"cher   il m'a fallu +3ans avec les anciens proprio pour changer un compteur, des relances tous les mois et 3 rendez vous où vous n'êtes pas venu. depuis ça fait 4mois que vous étudiez une facture erronée et vos ""conseillers"" ne disent jamais la même chose","['problèmes de facturation', 'service client injoignable', 'délai d’intervention']",100,2024-01,"['@engiepartsav', '@engiepartfr']"
58,175125,mimine130071,mimine13007,2024-01-27 14:07:13+00:00,"   bonjour  , nous sommes dans le même cas que vous vis à vis des escrocs de l’agence engie home services grand marseille. contrat de maintenance annuelle payé mais non honoré sans compter les rendez vous maintenance ou dépannage annulés ! courrier ar sans réponse","['pannes et urgences', 'service client injoignable', 'délai d’intervention']",100,2024-01,"['@biduleanatheme', '@engiepartsav', '@dgccrf', '@biduleanatheme']"
59,175125,mimine130071,mimine13007,2024-01-27 14:16:11+00:00,"bonjour  , que faut il faire pour que l’agence grand marseille traite enfin notre demande de remboursement d’un contrat de maintenance annuelle sécurité payé et jamais honoré ???",['service client injoignable'],40,2024-01,['@engiepartsav']
60,175125,mimine130071,mimine13007,2024-01-27 14:20:33+00:00,  impossible de joindre l’agence par téléphone ! pas de réponse aux différentes tentatives de contact y compris courrier ar. nous sommes toujours en attente d’un rappel qui ne vient jamais . une honte ! faut-il saisir la  ? porter plainte pour escroquerie ?,"['service client injoignable', 'problèmes avec l’application', 'délai d’intervention']",100,2024-01,"['@engiepartsav', '@dgccrf']"
61,175224,LaBelleEnYeux,Eilahtan 🌸☀️🏝,2024-01-30 07:51:16+00:00,"ça fait des mois qu’  me réclame 572,22€ sans me dire ce que c’est. facture de septembre rien du tout de cette somme et facture de novembre ça apparaît en report de la facture précédente. ça fait des mois et rien. et ils  m’ont mis en recouvrement ","['problèmes de facturation', 'problèmes avec l’application', 'délai d’intervention']",100,2024-01,"['@engiepartfr', '@engiepartsav']"
62,175230,manudscts,Manu,2024-01-30 12:09:47+00:00, me menace de me réduire l’électricité si je ne paye pas une facture de régularisation de 533€… je veux bien la payer mais ils ne veulent pas que je paye en 5x uniquement en 2x…  ils sont méprisant et hautain.  pourquoi refusent-il de m’aider. #engie,"['problèmes de facturation', 'pannes et urgences']",80,2024-01,['@engiepartfr']
63,175258,williamvogel201,William Vogel,2024-01-31 06:14:04+00:00, hello   cela fait un moment que le suivi de conso est cassé. elec + gaz. vous pouvez faire qqchose ? https://t.co/imc5uxqbyj,"['problèmes de facturation', 'pannes et urgences', 'délai d’intervention']",100,2024-01,"['@engiepartfr', '@engiepartfr', '@engie']"
64,175264,luberlu86,luciano,2024-01-31 10:37:10+00:00," engie, c'est aussi cette entreprise qui est capable de mettre en panne une chaudière chez une femme de 94 ans!... le pire étant, que les autorités judiciaire saisies, et la dgccrf, se gardent bien de venir soutenir cette femme seule, à poitiers!pas touche engie ",['pannes et urgences'],50,2024-01,['@engiepartfr']
65,175265,LaurentCR314159,hyperboloïde DE REVOLUTION,2024-01-31 11:07:50+00:00,mais pas ma facture en 2020 je consommais 1694m3 et payais 1080€ en 2021 j'installé un poêle à bois en 2023 j'ai consommé 1127m3(-33%) et payé...1033€(-4%)   vs vs êtes foutu mes économies ds la poche! avec lesquelles je comptais acheter mon bois. quel bon business! https://t.co/pw67ekzy1w,['problèmes de facturation'],30,2024-01,['@engiepartfr']
66,175268,KR1SD4RK,Kr1s D4rꓘ,2024-01-31 13:04:45+00:00, #foutagedegueule  https://t.co/dgrs1dr0gm,[],0,2024-01,['@engiepartfr']
67,175274,cathmacgregor,Catherine MacGregor,2024-01-31 17:05:15+00:00,"en passant de 1% à 31% d’#energiesrenouvelables dans le mix énergétique d’ en 5 ans &amp; en annonçant notre sortie du charbon,  décarbone son activité &amp; accélére la #transitionenergétique. objectif 2026 : 60% d’#enr dans notre mix . https://t.co/px4vmqvp5j",[],0,2024-01,"['@engiechile', '@engiegroup']"
68,175274,Aury7667,Aury76,2024-01-31 17:17:08+00:00,  j'appelle hier le service client pour un bug sur l'espace client au niveau du suivi conso. on devait me rappeler aujourd'hui.  personne!!! je rappelle le service expliquant à nouveau mon problème on me transfère une autre personne qui s'étonne,"['pannes et urgences', 'service client injoignable', 'problèmes avec l’application', 'délai d’intervention']",100,2024-01,"['@engiepartfr', '@engiegroup']"
69,175301,vahe_thomas,Thomas Vahé,2024-02-01 10:51:40+00:00," bonjour, impossible de me connecter à l'espace https://t.co/qrsnbolwmu pour devenir client. message d'erreur en pj. mon adresse ip est 5.149.182.50 cdt https://t.co/k7hnzb0yzi","['problèmes de facturation', 'problèmes avec l’application']",50,2024-02,['@engiepartfr']
70,175301,vahe_thomas,Thomas Vahé,2024-02-01 10:53:20+00:00," bonjour, impossible de me connecter au site https://t.co/qrsnbolwmu pour devenir client. ci-dessous le message d'erreur. mon adresse ip est 5.149.182.50 cdt https://t.co/mccvxa0ilh","['problèmes de facturation', 'problèmes avec l’application']",50,2024-02,['@engiepartsav']
71,175306,cookinette33,cookinette only7,2024-02-01 14:19:47+00:00," après avoir reçu mon rappel de charges de copropriété,je suis locataire, je vois 3500euros pour 90m3 d'eau chaude.appelant engie on me sors comme nous avons une chaudière pour le chauffage et l'eau et bien que le bouclier tarifaire ne s'appliquait que sur un seul","['problèmes de facturation', 'pannes et urgences', 'service client injoignable', 'problèmes avec l’application', 'délai d’intervention']",100,2024-02,['@engiepartfr']
72,175343,MavaMathias,Maëva✨,2024-02-02 14:49:33+00:00,  2 mois que j’appelle pour un rendez-vous d’entretien d’une clim gainable … 2 mois que vos téléoperateurs me promènent !! gros ras le bol ….,"['problèmes avec l’application', 'délai d’intervention']",80,2024-02,['@engiepartsav']
73,175347,hohotweet,sam,2024-02-02 17:45:18+00:00,"   j'ai un problème,  veuillez me le régler rapidement svp !!!",[],0,2024-02,"['@engiepartfr', '@engiesolutions', '@engiegroup']"
74,175379,cmonica75,Monica M,2024-02-03 14:39:39+00:00," cette #protectiondesdonnees est bafouée par vous en 1er. depuis que  j’ai changé de fournisseur d’électricité, je reçois de multiples messages vocaux sur les économies d’électricité. vous avez un avis?","['problèmes de facturation', 'pannes et urgences', 'délai d’intervention']",100,2024-02,['@engiepartfr']
75,175442,vahe_thomas,Thomas Vahé,2024-02-05 08:38:46+00:00,   impossible de me connecter à l espace client. vous utiliser le waf d' aws cloudfront.  mon adresse ip se trouve dans le range 5.149.176.0/20 asn47548 merci de vérifier les logs du waf. les objets hostingproviderlist ou awsmanagedipreputationlist nous filtrent.,['délai d’intervention'],60,2024-02,['@engiepartsav']
76,175444,ZamDisney,Zam' Fox 🦊🌸,2024-02-05 09:29:59+00:00,"  c'est top de mettre une application pour suivre notre consommation, mais si on peut jamais y accéder car ça bug tout le temps... aucun intérêt","['problèmes de facturation', 'pannes et urgences', 'problèmes avec l’application']",100,2024-02,"['@engiegroup', '@engiepartfr']"
77,175490,ledoublea2,Double-A.eth 🟢,2024-02-06 16:23:34+00:00,"à équipements et utilisation similaires depuis 3 ans, voici mes factures   sur les 3 dernières années : 2021 : 1070€ 2022 : 1152€ 2023 : 1594€  l'enculerie c'est jusqu'où ?",['problèmes de facturation'],30,2024-02,"['@engiepartfr', '@engiegroup']"
78,175514,Pomsca,Pomsca,2024-02-07 08:14:03+00:00, vous êtes sérieux là???  + 100€/mois d'augmentation sur ma facture d'électricité??  vous êtes sérieux là??? j'ai fait x2 sur ma facture !!!   faut m'expliquer le délire car ca va clairement pas être possible ,"['problèmes de facturation', 'pannes et urgences', 'délai d’intervention']",100,2024-02,['@engiepartfr']
79,175536,Brice561,Brice-56,2024-02-07 22:50:54+00:00,"bon, il me semble que  ont 1 soucis avec le suivi conso car, idem, mon père a eu une enorme différence sur sa facture par rapport à sa conso donnée par le suivi. donc quand on nous dit qu'on peut savoir sa conso en temps réel...","['problèmes de facturation', 'problèmes avec l’application']",50,2024-02,['@engiepartfr']
80,175550,Xhlynk,CM 🐺,2024-02-08 07:34:02+00:00,"la regul d'électricité a 600€ pour un 40m2 en chauffant à même pas 18 degrés... ça va être super 2024, merci ","['problèmes de facturation', 'pannes et urgences']",80,2024-02,['@engiepartfr']
81,175585,uncletonton,#Polémique Gratuite,2024-02-09 07:11:50+00:00, une simple question dans vos factures il y a les frais de la gestion de votre appli mobile et votre site internet pour connaître notre consommation ? si oui vous me devez un gros geste commercial. parce que sur les deux impossible de s'informer #engie https://t.co/eytcx6vu0g,"['problèmes de facturation', 'pannes et urgences', 'problèmes avec l’application', 'délai d’intervention']",100,2024-02,['@engiepartfr']
